cliente_id;idade;genero;uf;data_cadastro
8674;27;Outro;PR;2021-12-10
8675;49;F;ES;2021-06-23
8676;19;M;SP;2021-08-05
8677;41;F;PR;2024-05-14
8678;40;F;SC;2025-05-22
8679;19;F;MG;2024-10-28
8680;55;M;SC;2021-06-23
8681;48;F;PR;2021-03-19
8682;57;M;SC;2024-09-08
8683;43;F;SC;2025-04-27
8684;46;F;RS;2022-07-30
8685;20;F;SP;2024-11-08
8686;31;F;RJ;2023-04-21
8687;42;F;PR;2022-03-13
8688;18;M;MG;2021-07-18
8689;20;M;RS;2022-08-25
8690;43;M;RS;2023-10-28
8691;35;M;RJ;2024-07-10
8692;26;Outro;SC;2023-10-01
8693;55;Outro;RJ;2022-09-26
8694;40;F;ES;2025-08-27
8695;38;F;ES;2022-09-20
8696;18;F;PR;2022-06-09
8697;38;F;RS;2023-08-21
8698;44;Outro;MG;2023-11-10
8699;59;F;ES;2025-10-03
8700;23;F;SC;2021-09-11
8701;61;F;SP;2022-08-21
8702;53;F;SP;2024-04-18
8703;45;F;SC;2025-11-08
8704;62;F;RJ;2024-10-08
8705;34;F;SC;2022-07-27
8706;57;F;RJ;2025-10-17
8707;20;F;RJ;2023-06-12
8708;29;F;SP;2021-08-03
8709;56;F;ES;2024-10-13
8710;29;F;SC;2023-06-03
8711;19;F;ES;2022-08-25
8712;63;M;PR;2025-06-20
8713;39;F;MG;2025-05-16
8714;40;M;SP;2022-07-22
8715;47;M;RS;2024-05-28
8716;22;M;RJ;2022-08-29
8717;26;F;MG;2022-07-06
8718;38;F;RJ;2021-12-03
8719;28;F;MG;2021-11-15
8720;22;F;MG;2025-11-19
8721;52;Outro;ES;2022-04-11
8722;44;F;RS;2022-12-30
8723;19;;PR;2023-06-19
8724;41;M;PR;2024-03-23
8725;48;F;RJ;2021-12-17
8726;50;M;SP;2023-12-22
8727;56;F;PR;2025-01-23
8728;47;F;SP;2023-08-08
8729;63;F;RJ;2024-06-17
8730;54;Outro;SP;2021-07-09
8731;45;F;MG;2024-03-15
8732;48;M;MG;2025-03-26
8733;28;F;RJ;2024-08-08
8734;40;F;SP;2025-07-24
8735;19;F;RS;2023-12-20
8736;57;F;RS;2025-02-05
8737;58;F;SP;2022-11-18
8738;44;F;RJ;2021-03-14
8739;52;M;RS;2024-06-16
8740;19;F;PR;2022-02-20
8741;56;;ES;2021-06-28
8742;54;F;PR;2023-12-27
8743;38;F;SC;2025-06-05
8744;22;F;ES;2021-03-18
8745;62;F;SP;2021-09-05
8746;38;Outro;ES;2022-12-08
8747;46;M;RS;2023-09-15
8748;37;M;ES;2021-03-09
8749;55;M;SP;2023-04-30
8750;37;M;MG;2025-05-11
8751;42;F;ES;2024-01-28
8752;19;M;RS;2022-08-11
8753;49;F;RS;2023-04-23
8754;43;F;RJ;2025-05-21
8755;23;M;PR;2025-04-18
8756;58;F;SP;2023-02-20
8757;20;M;SP;2025-04-15
8758;50;F;ES;2025-04-11
8759;18;M;MG;2023-06-01
8760;22;F;MG;2022-12-23
8761;30;F;PR;2021-11-20
8762;36;F;PR;2024-02-21
8763;29;M;RS;2023-11-23
8764;42;F;MG;2022-10-17
8765;52;F;SC;2021-05-25
8766;29;F;MG;2023-02-13
8767;47;F;MG;2025-03-21
8768;22;;ES;2025-08-24
8769;51;F;RS;2021-11-06
8770;39;F;RJ;2021-05-24
8771;56;F;PR;2023-07-31
8772;30;F;SC;2022-10-26
8773;64;F;SC;2023-06-12
8774;20;M;SP;2022-06-01
8775;37;Outro;MG;2021-07-14
8776;48;F;MG;2025-02-15
8777;22;F;RJ;2025-07-19
8778;41;;RS;2025-02-07
8779;57;F;MG;2025-05-31
8780;50;F;PR;2023-03-29
8781;25;F;SC;2024-04-07
8782;41;F;MG;2022-12-30
8783;37;M;RJ;2024-04-21
8784;33;Outro;ES;2024-02-11
8785;29;F;PR;2024-07-23
8786;30;M;ES;2022-04-21
8787;62;F;SP;2024-04-16
8788;59;F;RJ;2025-07-19
8789;56;F;SP;2024-08-07
8790;42;M;SP;2022-03-10
8791;63;F;SC;2025-01-26
8792;49;F;SP;2022-02-21
8793;41;Outro;SP;2022-12-12
8794;64;M;RJ;2021-05-18
8795;61;;ES;2025-02-21
8796;26;F;MG;2025-10-20
8797;57;M;SP;2023-03-20
8798;40;F;SC;2024-04-06
8799;30;;RS;2021-05-14
8800;49;Outro;MG;2024-03-30
8801;32;;SC;2023-02-23
8802;53;;MG;2023-03-03
8803;22;F;SP;2025-11-19
8804;39;M;PR;2023-01-04
8805;33;F;RS;2022-01-12
8806;58;M;MG;2024-09-15
8807;27;;PR;2022-01-30
8808;41;F;ES;2024-04-10
8809;35;F;MG;2022-04-15
8810;35;M;RJ;2023-02-10
8811;24;F;SC;2024-12-16
8812;21;F;RS;2024-07-03
8813;43;F;ES;2025-08-31
8814;22;F;ES;2024-02-18
8815;33;M;RS;2021-01-19
8816;52;F;PR;2023-03-19
8817;43;F;SP;2021-09-04
8818;35;;SC;2024-05-13
8819;46;M;RJ;2024-12-14
8820;40;F;RS;2023-12-27
8821;31;F;RS;2021-12-08
8822;32;M;RJ;2021-12-11
8823;50;F;PR;2023-07-13
8824;42;M;PR;2025-09-17
8825;38;M;ES;2022-01-22
8826;34;F;RS;2021-12-08
8827;40;Outro;PR;2021-04-18
8828;60;F;SP;2022-11-08
8829;34;F;ES;2022-09-25
8830;31;;ES;2023-09-25
8831;46;F;ES;2024-11-26
8832;37;M;RJ;2022-08-19
8833;47;M;SC;2024-08-18
8834;36;F;SC;2025-12-02
8835;56;;RJ;2024-02-05
8836;30;F;ES;2025-07-17
8837;35;F;SP;2022-08-08
8838;40;Outro;MG;2022-04-22
8839;63;F;ES;2021-12-03
8840;50;M;PR;2025-01-23
8841;56;M;RS;2021-11-09
8842;57;F;RS;2024-03-23
8843;35;F;SC;2022-09-01
8844;26;F;RS;2024-10-04
8845;50;M;MG;2023-03-01
8846;49;F;RJ;2025-11-25
8847;34;F;RJ;2022-08-17
8848;36;F;MG;2025-04-02
8849;44;F;SC;2021-10-27
8850;23;M;SC;2022-11-23
8851;52;;PR;2022-12-29
8852;54;F;RJ;2025-04-07
8853;51;F;RJ;2021-08-24
8854;37;M;ES;2023-08-23
8855;42;F;SP;2023-06-16
8856;21;Outro;PR;2021-07-30
8857;27;F;ES;2021-10-13
8858;27;F;RS;2022-02-27
8859;41;;SP;2025-10-09
8860;38;F;RS;2022-05-09
8861;28;F;RJ;2023-10-15
8862;44;F;SP;2024-12-13
8863;33;;RJ;2023-04-17
8864;43;M;SC;2023-02-06
8865;47;F;ES;2021-12-11
8866;33;M;RJ;2022-06-07
8867;24;F;SP;2023-03-30
8868;33;F;ES;2021-11-15
8869;52;M;SP;2024-09-27
8870;33;M;SP;2024-11-03
8871;57;F;MG;2025-04-19
8872;29;F;RJ;2025-07-15
8873;52;F;RJ;2025-11-07
8874;38;M;SP;2023-10-14
8875;60;M;RS;2022-11-26
8876;53;M;SC;2022-08-13
8877;34;M;RJ;2022-09-27
8878;49;M;PR;2021-07-27
8879;58;M;SC;2021-07-05
8880;23;F;SC;2023-09-04
8881;41;F;SC;2021-01-17
8882;44;F;RJ;2024-08-06
8883;37;F;SC;2021-09-11
8884;42;M;SC;2023-08-29
8885;19;Outro;ES;2022-09-03
8886;26;F;RJ;2022-03-22
8887;45;Outro;SC;2023-09-23
8888;55;F;RS;2025-01-19
8889;20;F;PR;2024-03-16
8890;37;F;SC;2023-06-03
8891;23;F;SP;2024-02-12
8892;56;F;RJ;2024-01-26
8893;50;F;ES;2024-11-06
8894;18;Outro;PR;2024-10-31
8895;54;F;MG;2023-09-10
8896;23;F;SP;2022-05-21
8897;62;F;SP;2024-09-07
8898;51;;SP;2021-11-24
8899;64;F;PR;2021-12-15
8900;32;Outro;RJ;2024-04-08
8901;62;F;RJ;2021-11-03
8902;43;F;SC;2021-07-18
8903;31;M;SC;2024-04-15
8904;24;F;RJ;2024-02-22
8905;63;M;RS;2024-03-26
8906;48;F;SC;2022-08-30
8907;41;M;RS;2024-08-02
8908;48;M;RJ;2022-09-03
8909;46;F;SP;2023-07-10
8910;59;F;MG;2021-08-23
8911;49;F;SP;2025-09-22
8912;34;F;RS;2024-08-10
8913;31;M;SC;2023-02-24
8914;57;F;MG;2023-04-22
8915;53;F;MG;2023-11-08
8916;41;F;RJ;2023-08-17
8917;62;F;ES;2024-04-12
8918;44;F;PR;2024-11-27
8919;42;F;ES;2022-01-16
8920;49;M;MG;2024-02-18
8921;35;F;ES;2023-02-07
8922;63;Outro;SC;2021-04-06
8923;35;F;MG;2021-01-31
8924;54;M;SP;2021-04-07
8925;43;M;SC;2025-02-02
8926;26;F;SP;2022-12-06
8927;52;M;SC;2025-11-04
8928;25;M;RJ;2023-12-06
8929;37;F;RS;2021-08-24
8930;59;M;SC;2025-05-04
8931;39;F;PR;2021-12-03
8932;36;F;SP;2022-11-05
8933;47;F;SC;2021-10-12
8934;45;M;PR;2021-05-14
8935;52;F;RJ;2023-02-08
8936;60;F;SC;2022-11-26
8937;28;F;RS;2022-06-23
8938;48;M;PR;2025-08-03
8939;56;M;RS;2021-09-17
8940;53;F;SC;2022-05-18
8941;47;M;SP;2022-08-15
8942;40;F;SP;2024-04-18
8943;36;F;ES;2023-06-15
8944;29;F;ES;2024-07-14
8945;32;M;SC;2025-05-07
8946;48;M;ES;2023-10-19
8947;60;F;SC;2021-03-25
8948;54;F;SC;2022-02-14
8949;54;F;RS;2024-03-25
8950;32;F;PR;2025-02-22
8951;46;;SP;2021-11-24
8952;60;F;RJ;2025-06-28
8953;43;F;MG;2021-12-12
8954;61;M;SP;2023-07-12
8955;19;F;ES;2021-04-07
8956;37;M;SC;2022-09-29
8957;32;M;ES;2021-07-02
8958;21;M;PR;2024-09-12
8959;39;F;ES;2025-05-09
8960;55;F;PR;2023-03-25
8961;40;F;RJ;2025-08-27
8962;43;F;SC;2023-06-15
8963;28;M;ES;2022-10-23
8964;45;F;PR;2023-08-03
8965;19;M;ES;2023-03-13
8966;25;F;PR;2022-01-13
8967;46;M;RS;2024-01-16
8968;28;F;SC;2025-08-25
8969;54;F;SC;2022-11-11
8970;35;F;SP;2024-03-04
8971;31;M;PR;2021-03-31
8972;27;F;MG;2022-05-03
8973;52;F;RJ;2023-03-31
8974;26;F;SP;2025-06-05
8975;52;F;RJ;2023-05-13
8976;28;M;SP;2023-01-13
8977;61;M;ES;2024-01-18
8978;29;F;PR;2024-08-09
8979;20;F;ES;2022-03-22
8980;56;F;RJ;2024-11-23
8981;31;;SC;2025-03-18
8982;45;F;RJ;2024-11-19
8983;28;M;SP;2023-05-14
8984;56;M;RJ;2025-10-24
8985;42;M;PR;2023-11-07
8986;38;Outro;RJ;2025-09-28
8987;27;F;ES;2025-07-14
8988;60;;SC;2024-06-19
8989;32;M;PR;2022-11-17
8990;36;F;RJ;2025-04-17
8991;39;M;MG;2025-09-27
8992;38;M;MG;2023-10-25
8993;61;M;SC;2021-10-08
8994;49;F;ES;2023-08-27
8995;40;F;SP;2022-06-17
8996;30;F;SP;2025-02-03
8997;22;M;SC;2024-06-15
8998;21;;RJ;2022-08-28
8999;45;M;PR;2022-04-23
9000;31;F;SC;2021-03-30
9001;25;M;SP;2024-02-11
9002;26;F;MG;2025-10-23
9003;52;F;SP;2022-09-02
9004;54;M;MG;2021-05-22
9005;38;F;SP;2022-10-24
9006;35;F;ES;2022-07-14
9007;50;M;SC;2021-02-20
9008;25;F;PR;2021-07-27
9009;34;M;SC;2022-06-07
9010;60;F;RS;2025-03-12
9011;48;F;RJ;2024-07-17
9012;51;F;MG;2024-07-10
9013;23;M;SP;2022-12-10
9014;39;F;RJ;2024-04-24
9015;31;M;MG;2023-03-19
9016;20;F;SC;2024-05-29
9017;29;M;MG;2021-03-22
9018;53;F;ES;2025-10-24
9019;29;F;SP;2022-02-13
9020;62;F;RS;2023-09-01
9021;19;F;SC;2023-06-10
9022;19;F;RS;2022-11-13
9023;32;F;RJ;2021-03-27
9024;40;;SP;2025-04-29
9025;46;F;SC;2025-12-02
9026;34;F;RS;2021-04-14
9027;49;M;SP;2024-07-31
9028;24;F;PR;2022-04-05
9029;47;F;MG;2023-01-10
9030;45;F;RS;2025-09-20
9031;31;F;MG;2022-04-06
9032;61;F;PR;2024-02-19
9033;47;F;PR;2025-08-12
9034;34;M;SP;2024-10-07
9035;49;F;MG;2022-03-16
9036;63;F;RJ;2022-07-23
9037;23;F;ES;2024-04-27
9038;41;F;SC;2023-05-19
9039;23;F;PR;2022-07-04
9040;44;M;RJ;2025-10-03
9041;35;Outro;RJ;2021-08-17
9042;41;M;SP;2024-11-10
9043;54;F;PR;2024-02-29
9044;41;;RJ;2021-06-20
9045;55;F;ES;2024-09-15
9046;51;F;RJ;2021-02-04
9047;57;F;ES;2024-05-09
9048;64;M;RS;2024-04-06
9049;32;F;ES;2025-03-13
9050;28;F;ES;2025-03-15
9051;39;M;PR;2024-06-23
9052;41;F;RS;2024-06-01
9053;18;M;ES;2021-12-07
9054;35;F;PR;2022-07-24
9055;61;F;RS;2022-06-21
9056;29;F;RJ;2025-01-03
9057;60;F;RS;2022-06-28
9058;45;F;ES;2025-07-04
9059;57;M;RS;2025-06-25
9060;24;;MG;2024-03-19
9061;40;Outro;RJ;2025-09-25
9062;38;F;SC;2025-07-03
9063;51;F;RS;2021-12-22
9064;28;F;RS;2023-01-15
9065;39;M;RS;2023-10-17
9066;59;;MG;2022-06-17
9067;52;M;MG;2022-01-08
9068;46;F;SP;2024-12-06
9069;59;F;PR;2024-06-29
9070;45;M;SP;2023-10-13
9071;35;F;PR;2021-01-14
9072;31;F;SP;2021-08-03
9073;35;M;RJ;2022-06-20
9074;45;F;MG;2023-11-10
9075;41;F;RJ;2023-07-17
9076;25;F;PR;2025-02-20
9077;59;F;MG;2025-10-04
9078;62;F;MG;2022-03-12
9079;25;F;PR;2024-09-06
9080;21;M;RJ;2023-09-18
9081;44;F;MG;2023-12-12
9082;53;F;SC;2021-12-23
9083;22;F;RS;2025-09-18
9084;50;F;RJ;2022-12-20
9085;51;M;RJ;2023-05-22
9086;47;M;RJ;2022-08-30
9087;25;F;MG;2024-10-03
9088;56;F;ES;2023-02-17
9089;64;M;RS;2021-11-22
9090;43;F;SP;2022-06-11
9091;54;F;PR;2022-11-18
9092;51;F;RJ;2021-08-07
9093;24;F;MG;2022-06-06
9094;57;F;PR;2022-02-09
9095;45;F;ES;2023-11-09
9096;56;F;SC;2022-08-03
9097;56;;ES;2023-03-01
9098;45;F;MG;2021-10-21
9099;31;F;RJ;2021-01-15
9100;55;F;ES;2021-11-22
9101;21;F;RS;2025-07-08
9102;59;F;ES;2023-08-29
9103;35;F;ES;2021-06-07
9104;61;Outro;RS;2024-02-02
9105;42;M;SC;2025-06-10
9106;24;F;MG;2025-06-18
9107;55;M;PR;2025-09-06
9108;45;F;SP;2023-06-19
9109;22;F;MG;2025-11-13
9110;20;Outro;RJ;2025-12-03
9111;61;Outro;MG;2023-03-17
9112;48;F;MG;2024-07-29
9113;64;F;SC;2021-05-27
9114;59;F;SP;2022-05-29
9115;37;F;SP;2023-12-28
9116;36;M;SP;2022-05-19
9117;28;F;PR;2023-12-29
9118;57;F;MG;2025-05-02
9119;20;F;SC;2022-02-17
9120;40;F;RJ;2023-12-24
9121;24;M;SP;2022-08-15
9122;40;M;RS;2023-02-05
9123;24;F;SP;2021-08-25
9124;63;F;RS;2022-01-31
9125;51;F;MG;2024-03-08
9126;59;F;RJ;2025-12-05
9127;36;F;SC;2024-09-01
9128;26;F;SP;2025-08-17
9129;35;F;MG;2024-12-17
9130;58;F;ES;2021-05-12
9131;62;M;SC;2021-08-14
9132;59;F;RS;2025-06-16
9133;42;M;PR;2025-02-05
9134;31;F;SC;2021-04-28
9135;61;M;MG;2022-09-30
9136;42;F;SP;2025-10-29
9137;36;M;SC;2021-12-05
9138;56;F;RJ;2022-02-23
9139;32;;RS;2024-12-29
9140;33;M;ES;2024-04-17
9141;44;F;RJ;2022-04-07
9142;57;F;RJ;2025-06-09
9143;27;M;RJ;2022-11-07
9144;21;Outro;MG;2025-11-01
9145;36;M;MG;2022-12-19
9146;45;M;SC;2024-02-02
9147;38;M;RS;2021-04-24
9148;64;F;PR;2025-09-20
9149;31;F;RS;2024-07-18
9150;50;F;ES;2022-07-17
9151;27;F;SC;2021-11-02
9152;36;F;RJ;2025-10-24
9153;47;F;SC;2022-09-15
9154;39;F;RS;2021-02-24
9155;20;F;SP;2022-06-08
9156;54;F;SC;2022-03-10
9157;58;F;RS;2021-07-09
9158;35;F;SC;2022-01-24
9159;28;F;RS;2022-10-29
9160;19;M;RJ;2024-09-20
9161;29;F;SC;2021-12-12
9162;23;M;ES;2021-09-22
9163;60;F;RJ;2023-05-22
9164;57;F;MG;2024-02-02
9165;61;F;MG;2025-08-26
9166;46;F;SC;2021-05-21
9167;47;F;SC;2023-01-19
9168;19;F;ES;2022-07-10
9169;26;M;RS;2021-08-27
9170;64;Outro;RS;2024-12-24
9171;19;Outro;PR;2025-06-21
9172;46;;RJ;2024-01-27
9173;50;F;ES;2023-04-16
9174;27;F;SC;2025-01-24
9175;51;F;SC;2023-08-28
9176;61;F;SC;2022-07-19
9177;25;M;SC;2022-09-13
9178;54;M;SP;2021-09-14
9179;50;M;SC;2023-11-01
9180;64;M;SC;2021-06-27
9181;23;F;SP;2024-11-17
9182;61;F;PR;2024-08-10
9183;57;F;RS;2023-09-10
9184;62;;MG;2022-02-01
9185;36;Outro;SC;2024-11-13
9186;49;F;RS;2022-06-21
9187;44;F;SC;2022-09-30
9188;18;F;ES;2021-09-23
9189;60;F;RJ;2024-03-02
9190;50;M;ES;2024-07-25
9191;57;F;SC;2025-04-27
9192;49;F;PR;2023-09-12
9193;22;F;ES;2024-01-30
9194;34;Outro;PR;2022-02-08
9195;25;F;PR;2024-07-31
9196;59;F;SC;2024-07-24
9197;51;F;PR;2021-05-19
9198;26;F;ES;2024-05-29
9199;40;F;SP;2021-03-10
9200;52;M;RJ;2023-03-16
9201;24;M;PR;2021-06-26
9202;32;F;RS;2024-10-28
9203;37;F;SC;2025-09-29
9204;42;M;MG;2022-06-29
9205;20;M;PR;2021-10-28
9206;63;F;RS;2024-06-05
9207;41;F;ES;2025-07-30
9208;51;M;PR;2024-10-27
9209;63;F;MG;2023-10-12
9210;39;;RS;2022-10-08
9211;28;M;SP;2022-02-03
9212;25;F;ES;2024-03-12
9213;56;M;ES;2023-01-27
9214;60;F;SC;2024-03-06
9215;52;M;ES;2022-07-27
9216;63;F;MG;2021-02-25
9217;55;F;RS;2025-07-27
9218;25;M;ES;2022-01-17
9219;54;M;SP;2022-04-16
9220;44;M;RJ;2024-05-16
9221;45;F;RJ;2025-07-20
9222;57;F;PR;2022-09-27
9223;51;F;RJ;2023-01-13
9224;49;;MG;2021-02-04
9225;32;F;RJ;2024-07-13
9226;61;F;MG;2025-06-15
9227;34;F;MG;2023-09-03
9228;50;F;PR;2021-01-21
9229;64;M;RJ;2024-03-09
9230;63;M;PR;2021-09-22
9231;33;;ES;2024-11-24
9232;46;M;SP;2022-04-02
9233;26;F;RS;2024-02-18
9234;50;F;RJ;2025-10-23
9235;46;M;ES;2023-08-08
9236;30;;SC;2022-01-18
9237;38;F;RS;2022-06-19
9238;38;F;RS;2023-11-29
9239;22;F;RS;2025-11-06
9240;27;F;ES;2025-11-12
9241;23;F;PR;2025-07-22
9242;30;M;PR;2023-09-11
9243;18;M;RS;2023-11-12
9244;37;F;RS;2025-05-10
9245;64;F;SP;2021-02-16
9246;63;Outro;SP;2023-01-16
9247;25;F;RS;2022-06-23
9248;27;F;SP;2024-11-08
9249;26;F;RS;2025-02-14
9250;58;F;SP;2023-12-08
9251;20;F;RS;2022-11-10
9252;28;F;PR;2023-09-11
9253;29;;MG;2024-01-10
9254;27;M;PR;2025-07-12
9255;42;F;MG;2021-02-14
9256;42;F;PR;2021-10-02
9257;28;Outro;SC;2025-09-13
9258;53;M;PR;2023-09-12
9259;56;F;SP;2024-08-27
9260;43;F;MG;2021-08-20
9261;31;M;ES;2021-03-27
9262;56;F;SC;2024-02-03
9263;57;F;ES;2025-11-14
9264;18;F;SC;2021-06-26
9265;21;F;ES;2025-11-05
9266;47;F;SP;2025-06-02
9267;29;F;ES;2022-09-30
9268;52;F;RS;2024-04-27
9269;30;F;PR;2023-12-20
9270;48;F;SP;2024-05-28
9271;55;F;RS;2022-08-11
9272;60;Outro;ES;2022-08-26
9273;40;F;SP;2024-02-14
9274;21;F;PR;2025-02-02
9275;33;F;SP;2024-04-05
9276;24;M;ES;2022-09-30
9277;39;F;SP;2025-01-08
9278;46;F;SC;2024-06-10
9279;28;F;RJ;2021-04-24
9280;50;F;ES;2023-09-26
9281;46;M;PR;2025-03-12
9282;56;M;MG;2022-09-04
9283;29;;SP;2021-05-31
9284;24;F;SC;2022-08-07
9285;56;F;SP;2023-09-15
9286;59;;ES;2022-01-05
9287;43;F;SC;2024-10-04
9288;57;M;ES;2023-09-02
9289;26;F;RJ;2024-04-05
9290;58;F;PR;2021-03-13
9291;51;F;SC;2023-05-10
9292;62;F;SC;2021-12-19
9293;30;F;SP;2023-11-01
9294;53;F;SP;2023-03-21
9295;42;F;MG;2023-01-11
9296;41;F;RS;2022-09-30
9297;61;F;SC;2021-06-02
9298;34;F;SP;2024-03-31
9299;19;F;SP;2022-01-21
9300;30;F;RS;2022-11-22
9301;48;F;RJ;2024-03-13
9302;46;F;MG;2021-05-19
9303;45;M;RS;2021-07-25
9304;44;F;SP;2021-04-06
9305;32;M;SP;2022-12-27
9306;48;M;PR;2025-05-24
9307;57;M;SC;2024-10-11
9308;32;F;SP;2025-02-03
9309;50;F;RJ;2021-11-14
9310;37;M;SP;2022-05-27
9311;59;;SC;2021-01-19
9312;29;;SP;2024-12-07
9313;54;F;RS;2022-02-11
9314;26;F;ES;2023-08-27
9315;40;M;SP;2024-11-26
9316;25;M;MG;2023-05-13
9317;49;F;SC;2021-04-11
9318;31;F;SC;2022-08-16
9319;44;F;ES;2022-11-26
9320;42;F;MG;2021-01-18
9321;30;M;MG;2024-03-24
9322;38;;SC;2021-05-09
9323;62;M;RJ;2023-09-19
9324;48;F;SP;2024-08-31
9325;54;M;MG;2022-01-01
9326;60;F;SP;2022-04-07
9327;22;M;SP;2024-03-30
9328;30;M;RS;2025-07-13
9329;45;F;RJ;2023-07-24
9330;60;F;RJ;2024-10-31
9331;42;F;MG;2021-11-28
9332;52;F;MG;2022-11-16
9333;64;M;SC;2025-08-16
9334;56;F;RS;2023-06-30
9335;24;F;RS;2021-01-20
9336;55;F;ES;2022-06-30
9337;49;M;SP;2022-07-26
9338;20;F;SC;2022-04-07
9339;62;F;SP;2024-03-27
9340;56;M;RJ;2024-10-19
9341;54;F;RJ;2023-06-28
9342;39;F;RS;2025-10-08
9343;25;M;SC;2022-08-28
9344;34;F;MG;2025-10-20
9345;44;M;ES;2021-11-19
9346;50;F;RS;2021-03-30
9347;63;F;ES;2021-06-22
9348;34;F;RJ;2021-02-09
9349;59;M;RJ;2023-07-23
9350;29;F;ES;2021-07-22
9351;63;F;ES;2025-10-23
9352;44;F;MG;2025-05-02
9353;25;F;ES;2021-08-31
9354;40;M;SP;2025-03-10
9355;59;Outro;ES;2021-03-29
9356;46;M;PR;2025-08-20
9357;37;F;ES;2022-11-05
9358;33;F;RJ;2022-06-16
9359;34;M;RJ;2022-10-22
9360;33;;RS;2022-12-14
9361;36;F;PR;2024-03-20
9362;25;F;SP;2024-01-29
9363;55;F;ES;2021-09-04
9364;55;F;ES;2022-09-17
9365;46;F;PR;2023-01-01
9366;58;Outro;RS;2025-04-10
9367;53;F;MG;2023-09-12
9368;43;F;MG;2022-05-11
9369;48;F;RS;2024-08-05
9370;61;Outro;SP;2022-02-19
9371;29;F;ES;2023-08-28
9372;34;F;ES;2022-09-07
9373;32;F;ES;2021-03-20
9374;26;F;RS;2024-11-09
9375;56;M;RJ;2025-01-01
9376;59;F;SC;2022-06-12
9377;29;F;MG;2024-09-26
9378;49;F;RS;2023-12-19
9379;42;F;SC;2022-12-07
9380;56;F;PR;2022-09-29
9381;35;Outro;SC;2023-06-18
9382;32;F;RJ;2023-06-30
9383;49;M;RJ;2022-06-28
9384;23;F;MG;2023-10-13
9385;61;;ES;2022-11-21
9386;60;F;SP;2021-08-07
9387;52;F;SC;2024-01-29
9388;51;F;RS;2023-09-22
9389;55;F;RS;2021-04-13
9390;22;F;PR;2023-06-03
9391;35;;MG;2022-09-22
9392;33;M;SP;2023-01-25
9393;25;F;MG;2024-02-17
9394;42;F;MG;2021-01-07
9395;49;F;MG;2022-01-23
9396;43;M;MG;2025-02-10
9397;39;F;ES;2025-03-26
9398;48;F;RS;2023-04-08
9399;60;Outro;RJ;2024-07-28
9400;27;F;RS;2021-02-11
9401;29;M;RS;2025-05-02
9402;45;F;SC;2021-04-06
9403;23;M;MG;2025-03-08
9404;37;F;SP;2021-09-03
9405;22;F;SC;2024-06-01
9406;40;;SP;2021-04-24
9407;26;F;SP;2022-06-28
9408;46;F;RJ;2021-11-26
9409;33;F;RJ;2025-03-07
9410;63;F;SP;2024-03-22
9411;39;M;ES;2024-05-25
9412;25;F;RJ;2025-02-21
9413;37;M;RJ;2025-11-17
9414;31;F;ES;2021-09-29
9415;56;F;MG;2024-11-24
9416;54;M;RJ;2024-10-05
9417;51;F;SC;2024-12-16
9418;28;M;SP;2021-09-18
9419;57;F;SP;2025-03-23
9420;50;F;ES;2022-12-18
9421;48;F;SP;2021-09-21
9422;61;F;RS;2023-03-12
9423;51;F;PR;2021-11-14
9424;24;F;SP;2025-10-04
9425;40;M;ES;2024-02-14
9426;63;F;ES;2024-05-20
9427;24;F;ES;2021-06-09
9428;42;F;RS;2022-04-22
9429;20;F;SC;2022-10-03
9430;55;F;PR;2023-05-09
9431;37;F;RS;2021-05-28
9432;51;F;RJ;2025-01-10
9433;61;F;MG;2024-01-07
9434;61;F;SP;2023-09-02
9435;47;M;SC;2024-07-09
9436;34;M;RJ;2021-02-21
9437;27;F;ES;2021-09-15
9438;52;Outro;RJ;2023-10-17
9439;37;F;RS;2025-10-23
9440;35;F;RJ;2025-04-24
9441;62;M;PR;2021-09-05
9442;61;F;ES;2021-10-15
9443;44;;SC;2024-07-01
9444;53;Outro;SC;2025-07-10
9445;40;F;ES;2023-08-05
9446;49;;SP;2025-09-29
9447;27;Outro;SC;2021-08-02
9448;28;F;SC;2024-01-21
9449;55;;SP;2022-06-28
9450;23;F;SP;2025-06-17
9451;58;M;RS;2021-08-20
9452;64;F;SC;2022-10-05
9453;51;F;SC;2025-10-25
9454;53;F;SC;2021-01-13
9455;54;F;SP;2023-04-18
9456;34;M;SC;2022-06-17
9457;57;F;RJ;2025-01-08
9458;57;F;RJ;2025-03-07
9459;29;F;SP;2025-03-30
9460;38;F;SP;2023-04-19
9461;57;M;SP;2022-09-11
9462;36;F;MG;2022-02-10
9463;20;F;SP;2025-07-22
9464;35;F;RS;2025-04-17
9465;36;F;MG;2025-09-01
9466;64;F;SP;2021-10-15
9467;23;;ES;2022-03-02
9468;33;M;PR;2022-03-12
9469;25;F;SC;2023-09-17
9470;35;F;SC;2021-03-22
9471;60;F;RJ;2025-02-20
9472;56;M;ES;2024-04-20
9473;29;F;PR;2021-12-24
9474;62;M;SC;2022-12-03
9475;27;F;SC;2021-09-12
9476;24;F;MG;2023-06-18
9477;63;M;RJ;2021-06-15
9478;18;F;MG;2022-04-10
9479;53;;RS;2021-09-13
9480;38;F;RS;2022-02-27
9481;54;F;MG;2021-07-17
9482;41;F;RJ;2024-05-21
9483;42;M;PR;2022-07-11
9484;24;M;RJ;2023-06-02
9485;59;F;SP;2022-06-09
9486;34;F;MG;2023-12-12
